organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Northeast Automatic Sprinkler Co., Inc.","","role_based","yes","General inquiries","","","info@northeastautomaticsprinkler.com","781-582-2222","https://northeastautomaticsprinkler.com/contact/","https://northeastautomaticsprinkler.com/contact/","Northeast Automatic Sprinkler","Contact","2026-08-17","","4","contact_page","manual:round2:northeast-automatic-sprinkler-co-inc:089:2026-08-17","manual","verified"
"Quality Beverage- Taunton","","role_based","yes","Taunton facility","","","","508-822-6200","https://www.whately.org/town-administrator-selectboard/files/list-one-day-liquor-license-approved-wholesalers","https://www.whately.org/town-administrator-selectboard/files/list-one-day-liquor-license-approved-wholesalers","Town of Whately / Massachusetts ABCC","Authorized Sources of Alcohol for One-Day Licenses","2026-08-17","","5","license","manual:round2:quality-beverage-taunton:090:2026-08-17","manual","verified"
"Peak Event Services - Stoughton","","role_based","yes","Customer service","","","","833-888-7325","https://www.peakeventservices.com/faq/","https://www.peakeventservices.com/faq/","PEAK Event Services","Frequently Asked Questions","2026-08-17","","4","contact_page","manual:round2:peak-event-services-stoughton:091:2026-08-17","manual","verified"
"Tobey Hospital","","role_based","yes","Main hospital line","","","","508-295-0880","https://www.southcoast.org/locations/tobey-hospital/","https://www.southcoast.org/locations/tobey-hospital/","Southcoast Health","Tobey Hospital","2026-08-17","","4","contact_page","manual:round2:tobey-hospital:092:2026-08-17","manual","verified"
"Gold Medal Bakery","","role_based","yes","Main office","","","","508-674-5766","https://www.goldmedalbakery.com/retail/","https://www.goldmedalbakery.com/retail/","Gold Medal Bakery","Retail and Contact","2026-08-17","","4","contact_page","manual:round2:gold-medal-bakery:093:2026-08-17","manual","verified"
"Encompass Health Rehab Hospital of Braintree","","role_based","yes","Hospital main line","","","","781-348-2500","https://www.encompasshealth.com/locations/braintree-rehab/contact-us","https://www.encompasshealth.com/locations/braintree-rehab/contact-us","Encompass Health","Contact Encompass Health Rehabilitation Hospital of Braintree","2026-08-17","","4","contact_page","manual:round2:encompass-health-rehab-hospital-of-braintree:094:2026-08-17","manual","verified"
"KORSCH AMERICA, INC.","","role_based","yes","South Easton office","","","","508-238-9080","https://www.korsch.com/","https://www.korsch.com/","KORSCH","KORSCH America Location and Contacts","2026-08-17","","4","official_organization_page","manual:round2:korsch-america-inc:095:2026-08-17","manual","verified"
"WESTERBEKE CORPORATION","","role_based","yes","General inquiries","","","help@westerbeke.com","508-823-7677","https://www.westerbeke.com/faq-information.htm","https://www.westerbeke.com/faq-information.htm","Westerbeke","Frequently Asked Questions - Obtaining Information","2026-08-17","","4","contact_page","manual:round2:westerbeke-corporation:096:2026-08-17","manual","verified"
"Matter Surfaces, Inc. MA","","role_based","yes","Customer care","","","customercare@mattersurfaces.com","800-628-7462","https://www.mattersurfaces.com/contact-us","https://www.mattersurfaces.com/contact-us","Matter Surfaces","Contact Us","2026-08-17","","4","contact_page","manual:round2:matter-surfaces-inc-ma:097:2026-08-17","manual","verified"
"Sullivan Tire - Taunton Distribution Center","","role_based","yes","Taunton warehouse","","","","508-408-0606","https://www.sullivantirewholesale.com/Dashboard/DashboardGlobal.aspx","https://www.sullivantirewholesale.com/Dashboard/DashboardGlobal.aspx","Sullivan Tire Wholesale","Wholesale Portal and Warehouse Network","2026-08-17","","4","contact_page","manual:round2:sullivan-tire-taunton-distribution-center:098:2026-08-17","manual","verified"
"Advanced Instruments- Norwood","","role_based","yes","Customer service","","","orders@aicompanies.com","781-320-9000","https://www.aicompanies.com.cn/contact/","https://www.aicompanies.com.cn/contact/","Advanced Instruments","Contact and Global Headquarters","2026-08-17","","4","contact_page","manual:round2:advanced-instruments-norwood:099:2026-08-17","manual","verified"
"Integra LifeSciences","","role_based","yes","Customer service","","","","800-654-2873","https://www.integralife.com/contact/","https://www.integralife.com/contact/","Integra LifeSciences","Contact Us - United States","2026-08-17","","4","contact_page","manual:round2:integra-lifesciences:100:2026-08-17","manual","verified"
"Braintree Laboratories","","role_based","yes","Braintree office","","","","781-843-2202","https://sebelapharma.com/contact-us","https://sebelapharma.com/contact-us","Sebela Pharmaceuticals","Contact Us - Braintree Corporate and Legal","2026-08-17","","4","contact_page","manual:round2:braintree-laboratories:101:2026-08-17","manual","verified"
"Braintree Laboratories","","role_based","yes","General inquiries","","","info@sebelapharma.com","844-732-3521","https://sebelapharma.com/assets/media/Tego-NDA-PR-010926_Final.pdf","https://sebelapharma.com/assets/media/Tego-NDA-PR-010926_Final.pdf","Sebela Pharmaceuticals","Tegoprazan NDA Press Release","2026-08-17","2026-01-09","4","official_organization_page","manual:round2:braintree-laboratories:102:2026-08-17","manual","verified"
"Theory Wellness, Inc.","","role_based","yes","Bridgewater dispensary","","","","508-296-9250","https://theorywellness.org/ma/ma-faq/","https://theorywellness.org/ma/ma-faq/","Theory Wellness","Massachusetts FAQ","2026-08-17","","4","contact_page","manual:round2:theory-wellness-inc:103:2026-08-17","manual","verified"
"Theory Wellness, Inc.","","role_based","yes","Customer feedback","","","feedback@theorywellness.org","","https://shop.theorywellness.org/pages/contact","https://shop.theorywellness.org/pages/contact","Theory Wellness","Contact Theory","2026-08-17","","4","contact_page","manual:round2:theory-wellness-inc:104:2026-08-17","manual","verified"
"T3 EXPO, LLC","","role_based","yes","General inquiries","","","","888-698-3397","https://www.t3expo.com/get-in-touch","https://www.t3expo.com/get-in-touch","T3 Expo","Get in Touch","2026-08-17","","4","contact_page","manual:round2:t3-expo-llc:105:2026-08-17","manual","verified"
